drug_name;ap_name;expiration_date;realization
Аудитор таблетки 10мг упаковка №30;Аптека №101 от ЦРА № 118 Вилейского р-на;29.02.2024;2
Аудитор таблетки 10мг упаковка №30;#ИМЯ?;;40
Аудитор таблетки 10мг упаковка №30;Аптека №318 от ЦРА № 123 Воложинского района;29.02.2024;5
Аудитор таблетки 10мг упаковка №30;ЦРА №123 Воложинского района;29.02.2024;20
Аудитор таблетки 10мг упаковка №30;Аптека №127 от ЦРА №123 Воложинского района;29.02.2024;10
Аудитор таблетки 10мг упаковка №30;Аптека №224 от ЦРА №123 Воложинского р-на;29.02.2024;5
Аудитор таблетки 10мг упаковка №30;#ИМЯ?;;168
Аудитор таблетки 10мг упаковка №30;Аптека №14 от ЦРА №218 Дзержинского р-на;29.02.2024;8
Аудитор таблетки 10мг упаковка №30;Аптека №31 от ЦРА №218 Дзержинского р-на;29.02.2024;5
Аудитор таблетки 10мг упаковка №30;Аптека №62 от ЦРА №218 Дзержинского р-на;29.02.2024;31
Аудитор таблетки 10мг упаковка №30;Аптека №63 от ЦРА №218 Дзержинского р-на;29.02.2024;3
Аудитор таблетки 10мг упаковка №30;Аптека №69 от ЦРА №218 Дзержинского района;29.02.2024;20
Аудитор таблетки 10мг упаковка №30;Аптека №225 от ЦРА №218 Дзержинского района;29.02.2024;21
Аудитор таблетки 10мг упаковка №30;Аптека №73 от ЦРА №218 Дзержинского р-на;29.02.2024;5
Аудитор таблетки 10мг упаковка №30;ЦРА №218 Дзержинского района;29.02.2024;40
Аудитор таблетки 10мг упаковка №30;Аптека №227 от ЦРА №218 Дзержинского р-на;29.02.2024;5
Аудитор таблетки 10мг упаковка №30;Аптека №213 от ЦРА №218 Дзержинского района;29.02.2024;30
Аудитор таблетки 10мг упаковка №30;#ИМЯ?;;18
Аудитор таблетки 10мг упаковка №30;Аптека №312 от ЦГА № 192  г.Жодино;29.02.2024;2
Аудитор таблетки 10мг упаковка №30;Аптека №102 от ЦГА № 192 г.Жодино;29.02.2024;3
Аудитор таблетки 10мг упаковка №30;Аптека №189 от ЦГА №192 г.Жодино;29.02.2024;3
Аудитор таблетки 10мг упаковка №30;Аптека №207 от ЦГА №192 г.Жодино;29.02.2024;2
Аудитор таблетки 10мг упаковка №30;Аптека №209 от ЦГА № 192 г.Жодино;29.02.2024;5
Аудитор таблетки 10мг упаковка №30;Аптека №117 от ЦГА №192 г. Жодино;29.02.2024;3
Аудитор таблетки 10мг упаковка №30;#ИМЯ?;;38
Аудитор таблетки 10мг упаковка №30;Аптека №39 от ЦРА №1 Клецкого района;29.02.2024;2
Аудитор таблетки 10мг упаковка №30;Аптека №43 от ЦРА №1 Клецкого района;29.02.2024;10
Аудитор таблетки 10мг упаковка №30;Аптека №51 от ЦРА №1 Клецкого района;29.02.2024;3
Аудитор таблетки 10мг упаковка №30;ЦРА №1 Клецкого района;29.02.2024;15
Аудитор таблетки 10мг упаковка №30;Аптека №2 от ЦРА №1 Клецкого района;29.02.2024;2
Аудитор таблетки 10мг упаковка №30;Аптека №3 от ЦРА №1 Клецкого района;29.02.2024;1
Аудитор таблетки 10мг упаковка №30;Аптека №150 от ЦРА №1 Клецкого района;29.02.2024;2
Аудитор таблетки 10мг упаковка №30;Аптека №5 от ЦРА №1 Клецкого района;29.02.2024;3
Аудитор таблетки 10мг упаковка №30;#ИМЯ?;;55
Аудитор таблетки 10мг упаковка №30;Аптека №310 от ЦРА № 97 Копыльского района;29.02.2024;2
Аудитор таблетки 10мг упаковка №30;ЦРА №97 Копыльского района;29.02.2024;35
Аудитор таблетки 10мг упаковка №30;Аптека №163 от ЦРА №97 Копыльского района;29.02.2024;3
Аудитор таблетки 10мг упаковка №30;Аптека №82 от ЦРА №97 Копыльского района;29.02.2024;15
Аудитор таблетки 10мг упаковка №30;#ИМЯ?;;15
Аудитор таблетки 10мг упаковка №30;Аптека №64 от ЦРА №28 Крупского района;29.02.2024;3
Аудитор таблетки 10мг упаковка №30;ЦРА №28 Крупского района;29.02.2024;7
Аудитор таблетки 10мг упаковка №30;Аптека №67 от ЦРА №28 Крупского района;29.02.2024;5
Аудитор таблетки 10мг упаковка №30;#ИМЯ?;;87
Аудитор таблетки 10мг упаковка №30;Аптека №302 от ЦРА №24 Логойского района;29.02.2024;4
Аудитор таблетки 10мг упаковка №30;ЦРА №24 Логойского района;29.02.2024;35
Аудитор таблетки 10мг упаковка №30;Аптека №26 от ЦРА №24 Логойского района;29.02.2024;28
Аудитор таблетки 10мг упаковка №30;Аптека №229 от ЦРА №24 Логойского района;29.02.2024;5
Аудитор таблетки 10мг упаковка №30;Аптека №283 от ЦРА №24 Логойского района;29.02.2024;10
Аудитор таблетки 10мг упаковка №30;Аптека №228 от ЦРА №24 Логойского района;29.02.2024;5
Аудитор таблетки 10мг упаковка №30;#ИМЯ?;;42
Аудитор таблетки 10мг упаковка №30;Аптека №88 от ЦРА №90 Любанского района;29.02.2024;5
Аудитор таблетки 10мг упаковка №30;ЦРА №90 Любанского района;29.02.2024;15
Аудитор таблетки 10мг упаковка №30;Аптека №230 от ЦРА №90 Любанского р-на;29.02.2024;10
Аудитор таблетки 10мг упаковка №30;Аптека №81 от ЦРА №90 Любанского р-на;29.02.2024;12
Аудитор таблетки 10мг упаковка №30;#ИМЯ?;;263
Аудитор таблетки 10мг упаковка №30;Аптека №98 от ЦРА № 182 Минского р-на;29.02.2024;5
Аудитор таблетки 10мг упаковка №30;Аптека №164 от ЦРА №182 Минского р-на;29.02.2024;3
Аудитор таблетки 10мг упаковка №30;Аптека №306 от ЦРА № 182 Минского района;29.02.2024;3
Аудитор таблетки 10мг упаковка №30;Аптека №174 от ЦРА № 182 Минского р-на;29.02.2024;5
Аудитор таблетки 10мг упаковка №30;Аптека №145 от ЦРА №182 Минского р-на;29.02.2024;2
Аудитор таблетки 10мг упаковка №30;ЦРА №182 Минского района;29.02.2024;52
Аудитор таблетки 10мг упаковка №30;Аптека №153  от ЦРА № 182 Минского р-на;29.02.2024;8
Аудитор таблетки 10мг упаковка №30;Аптека №22 от ЦРА № 182 Минского р-на;29.02.2024;20
Аудитор таблетки 10мг упаковка №30;Аптека №34 от ЦРА № 182 Минского района;29.02.2024;2
Аудитор таблетки 10мг упаковка №30;Аптека №37 от ЦРА № 182 Минского р-на;29.02.2024;20
Аудитор таблетки 10мг упаковка №30;Аптека №44 от ЦРА № 182 Минского р-на;29.02.2024;15
Аудитор таблетки 10мг упаковка №30;Аптека №61 от ЦРА № 182 Минского р-на;29.02.2024;20
Аудитор таблетки 10мг упаковка №30;Аптека №99 от ЦРА №182 Минского района;29.02.2024;20
Аудитор таблетки 10мг упаковка №30;Аптека №162 от ЦРА №182 Минского района;29.02.2024;8
Аудитор таблетки 10мг упаковка №30;Аптека №190 от ЦРА № 182 Минского р-на;29.02.2024;20
Аудитор таблетки 10мг упаковка №30;Аптека №212 от ЦРА № 182 Минского р-на;29.02.2024;3
Аудитор таблетки 10мг упаковка №30;Аптека №75 от ЦРА № 182 Минского р-на;29.02.2024;2
Аудитор таблетки 10мг упаковка №30;Аптека №139 от ЦРА №182 Минского района;29.02.2024;15
Аудитор таблетки 10мг упаковка №30;Аптека №141 от ЦРА №182 Минского района;29.02.2024;25
Аудитор таблетки 10мг упаковка №30;Аптека №157 от ЦРА №182 Минского  района;29.02.2024;5
Аудитор таблетки 10мг упаковка №30;Аптека №68 от ЦРА №182 Минского р-на;29.02.2024;10
Аудитор таблетки 10мг упаковка №30;#ИМЯ?;;138
Аудитор таблетки 10мг упаковка №30;Аптека №179 от ЦРА № 198 Молодечненского р-на;29.02.2024;10
Аудитор таблетки 10мг упаковка №30;ЦРА №198 Молодечненского района;29.02.2024;30
Аудитор таблетки 10мг упаковка №30;Аптека №60 от ЦРА № 198 Молодечненского р-на;29.02.2024;15
Аудитор таблетки 10мг упаковка №30;Аптека №111 от ЦРА № 198 Молодечненского р-на;29.02.2024;15
Аудитор таблетки 10мг упаковка №30;Аптека №180 от ЦРА № 198 Молодечненского р-на;29.02.2024;26
Аудитор таблетки 10мг упаковка №30;Аптека №110 от ЦРА № 198 Молодечненского р-на;29.02.2024;26
Аудитор таблетки 10мг упаковка №30;Аптека №115 от ЦРА № 198 Молодечненского р-на;29.02.2024;9
Аудитор таблетки 10мг упаковка №30;Аптека №116 от ЦРА № 198 Молодечненского р-на;29.02.2024;2
Аудитор таблетки 10мг упаковка №30;Аптека №142 от ЦРА № 198 Молодечненского р-на;29.02.2024;5
Аудитор таблетки 10мг упаковка №30;#ИМЯ?;;60
Аудитор таблетки 10мг упаковка №30;Аптека №308 от ЦРА № 131 Мядельского района;29.02.2024;1
Аудитор таблетки 10мг упаковка №30;Аптека №300 от ЦРА №131 Мядельского района;29.02.2024;10
Аудитор таблетки 10мг упаковка №30;ЦРА №131 Мядельского района;29.02.2024;16
Аудитор таблетки 10мг упаковка №30;Аптека №135 ЦРА №131 Мядельского района;29.02.2024;8
Аудитор таблетки 10мг упаковка №30;Аптека №11 от ЦРА №131 Мядельского района;29.02.2024;6
Аудитор таблетки 10мг упаковка №30;Аптека №132 от ЦРА №131 Мядельского района;29.02.2024;5
Аудитор таблетки 10мг упаковка №30;Аптека №133 от ЦРА №131 Мядельского района;29.02.2024;7
Аудитор таблетки 10мг упаковка №30;Аптека №232 ЦРА № 131 Мядельского района;29.02.2024;5
Аудитор таблетки 10мг упаковка №30;Аптека №286 от ЦРА №131 Мядельского р-на;29.02.2024;2
Аудитор таблетки 10мг упаковка №30;#ИМЯ?;;27
Аудитор таблетки 10мг упаковка №30;Аптека №105 от ЦРА №4 Несвижского р-на;29.02.2024;2
Аудитор таблетки 10мг упаковка №30;ЦРА №4 Несвижского района;29.02.2024;15
Аудитор таблетки 10мг упаковка №30;Аптека №6 от ЦРА №4 Несвижского района;29.02.2024;6
Аудитор таблетки 10мг упаковка №30;Аптека №140 от ЦРА №4 Несвижского р-на;29.02.2024;2
Аудитор таблетки 10мг упаковка №30;Аптека №294 от ЦРА №4 Несвижского района;29.02.2024;2
Аудитор таблетки 10мг упаковка №30;#ИМЯ?;;145
Аудитор таблетки 10мг упаковка №30;Аптека №239 от ЦРА №25 Пуховичского района;29.02.2024;8
Аудитор таблетки 10мг упаковка №30;Аптека №315 от ЦРА № 25 Пуховичского района;29.02.2024;9
Аудитор таблетки 10мг упаковка №30;Аптека №324 от ЦРА № 25 Пуховичского района;29.02.2024;2
Аудитор таблетки 10мг упаковка №30;Аптека №32 от ЦРА №25 Пуховичского района;29.02.2024;6
Аудитор таблетки 10мг упаковка №30;ЦРА №25 Пуховичского района;29.02.2024;64
Аудитор таблетки 10мг упаковка №30;Аптека №27 от ЦРА №25 Пуховичского района;29.02.2024;15
Аудитор таблетки 10мг упаковка №30;Аптека №33 от ЦРА №25 Пуховичского района;29.02.2024;5
Аудитор таблетки 10мг упаковка №30;Аптека №195 от ЦРА №25 Пуховичского района;29.02.2024;10
Аудитор таблетки 10мг упаковка №30;Аптека №210 от ЦРА №25 Пуховичского района;29.02.2024;10
Аудитор таблетки 10мг упаковка №30;Аптека №214 от ЦРА №25 Пуховичского района;29.02.2024;3
Аудитор таблетки 10мг упаковка №30;Аптека №38 от ЦРА №25 Пуховичского р-на;29.02.2024;3
Аудитор таблетки 10мг упаковка №30;Аптека №236 от ЦРА №25 Пуховичского района;29.02.2024;10
Аудитор таблетки 10мг упаковка №30;#ИМЯ?;;33
Аудитор таблетки 10мг упаковка №30;ЦМА №80 г.Слуцк;29.02.2024;10
Аудитор таблетки 10мг упаковка №30;Аптека №79 от ЦМА №80  г.Слуцк;29.02.2024;5
Аудитор таблетки 10мг упаковка №30;Аптека №184 от ЦМА №80  г.Слуцк;29.02.2024;8
Аудитор таблетки 10мг упаковка №30;Аптека №12 от ЦМА №80  г.Слуцк;29.02.2024;5
Аудитор таблетки 10мг упаковка №30;Аптека №199 от ЦМА №80  г.Слуцк;29.02.2024;5
Аудитор таблетки 10мг упаковка №30;#ИМЯ?;;33
Аудитор таблетки 10мг упаковка №30;Аптека №303 от ЦРА № 23 Смолевичского района;29.02.2024;2
Аудитор таблетки 10мг упаковка №30;Аптека №301 от ЦРА №23 Смолевичского района;29.02.2024;2
Аудитор таблетки 10мг упаковка №30;ЦРА №23 Смолевичского района;29.02.2024;22
Аудитор таблетки 10мг упаковка №30;Аптека №46 от ЦРА №23 Смолевичского района;29.02.2024;2
Аудитор таблетки 10мг упаковка №30;Аптека №252 от ЦРА №23 Смолевичского р-на;29.02.2024;2
Аудитор таблетки 10мг упаковка №30;Аптека №314 от ЦРА № 23 Смолевичского р-на;29.02.2024;3
Аудитор таблетки 10мг упаковка №30;#ИМЯ?;;130
Аудитор таблетки 10мг упаковка №30;ЦРА №208 Солигорского района;29.02.2024;13
Аудитор таблетки 10мг упаковка №30;Аптека №193 от ЦРА №208 Солигорского района;29.02.2024;20
Аудитор таблетки 10мг упаковка №30;Аптека №85 от ЦРА №208 Солигорского района;29.02.2024;10
Аудитор таблетки 10мг упаковка №30;Аптека №94 от ЦРА №208 Солигорского района;29.02.2024;3
Аудитор таблетки 10мг упаковка №30;Аптека №100 от ЦРА №208 Солигорского района;29.02.2024;10
Аудитор таблетки 10мг упаковка №30;Аптека №183 от ЦРА №208 Солигорского района;29.02.2024;32
Аудитор таблетки 10мг упаковка №30;Аптека №148 от ЦРА №208 Солигорского р-на;29.02.2024;20
Аудитор таблетки 10мг упаковка №30;Аптека №242 от ЦРА №208 Солигорского р-на;29.02.2024;10
Аудитор таблетки 10мг упаковка №30;Аптека №248 от ЦРА №208 Солигорского р-на;29.02.2024;5
Аудитор таблетки 10мг упаковка №30;Аптека №87 от ЦРА №208 Солигорского р-на;29.02.2024;3
Аудитор таблетки 10мг упаковка №30;Аптека №233 от ЦРА №208 Солигорского р-на;29.02.2024;4
Аудитор таблетки 10мг упаковка №30;#ИМЯ?;;55
Аудитор таблетки 10мг упаковка №30;Аптека №83 г.Ст.Дороги от ЦМА № 80 г.Слуцк;29.02.2024;32
Аудитор таблетки 10мг упаковка №30;Аптека №181 от ЦМА №80 г.Слуцк;29.02.2024;2
Аудитор таблетки 10мг упаковка №30;Аптека №206 от ЦМА №80 г.Слуцк;29.02.2024;15
Аудитор таблетки 10мг упаковка №30;Аптека №325 от ЦМА №80 г.Слуцк;29.02.2024;6
Аудитор таблетки 10мг упаковка №30;#ИМЯ?;;82
Аудитор таблетки 10мг упаковка №30;ЦРА №7 Столбцовского района;29.02.2024;20
Аудитор таблетки 10мг упаковка №30;Аптека №130 от ЦРА №7 Столбцовского района;29.02.2024;5
Аудитор таблетки 10мг упаковка №30;Аптека №186 от ЦРА №7 Столбцовского района;29.02.2024;25
Аудитор таблетки 10мг упаковка №30;Аптека №151 от ЦРА №7 Столбцовского района;29.02.2024;7
Аудитор таблетки 10мг упаковка №30;Аптека №293 от ЦРА №7 Столбцовского района;29.02.2024;20
Аудитор таблетки 10мг упаковка №30;Аптека №9 от ЦРА №7 Столбцовского р-на;29.02.2024;5
Аудитор таблетки 10мг упаковка №30;#ИМЯ?;;21
Аудитор таблетки 10мг упаковка №30;ЦРА №21 Узденского района;29.02.2024;20
Аудитор таблетки 10мг упаковка №30;Аптека №70 от ЦРА №21 Узденского р-на;29.02.2024;1
Аудитор таблетки 10мг упаковка №30;#ИМЯ?;;53
Аудитор таблетки 10мг упаковка №30;Аптека №17 от ЦРА №20 Червенского района;29.02.2024;5
Аудитор таблетки 10мг упаковка №30;Аптека №18 от ЦРА №20 Червенского района;29.02.2024;6
Аудитор таблетки 10мг упаковка №30;ЦРА №20 Червенского района;29.02.2024;10
Аудитор таблетки 10мг упаковка №30;Аптека №35 от ЦРА №20 Червенского района;29.02.2024;20
Аудитор таблетки 10мг упаковка №30;Аптека №287 от ЦРА №20 Червенского района;29.02.2024;11
Аудитор таблетки 10мг упаковка №30;Аптека №146 от ЦРА №20 Червенского района;29.02.2024;1
Аудитор таблетки 10мг упаковка №30;Прочие;;0
Аудитор таблетки 20мг упаковка №30;;;1 010
Аудитор таблетки 20мг упаковка №30;"Аптеки РУП ""Минскфармация""";;1 010
Аудитор таблетки 20мг упаковка №30;#ИМЯ?;;11
Аудитор таблетки 20мг упаковка №30;ЦРА №19 Березинского района;30.11.2023;6
Аудитор таблетки 20мг упаковка №30;Аптека №220 от ЦРА №19 Березинского р-на;30.11.2023;2
Аудитор таблетки 20мг упаковка №30;Аптека №222 от ЦРА №19 Березинского р-на;30.11.2023;3
Аудитор таблетки 20мг упаковка №30;#ИМЯ?;;34
Аудитор таблетки 20мг упаковка №30;Аптека №272 от ЦРА №16 Борисовского района;30.11.2023;5
Аудитор таблетки 20мг упаковка №30;Аптека №321 от ЦРА №16 Борисовского района;30.11.2023;2
Аудитор таблетки 20мг упаковка №30;Аптека №137 от ЦРА №16 Борисовского района;30.11.2023;6
Аудитор таблетки 20мг упаковка №30;Аптека №167 от ЦРА №16 Борисовского района;30.11.2023;5
Аудитор таблетки 20мг упаковка №30;ЦРА №16 Борисовского района;30.11.2023;2
Аудитор таблетки 20мг упаковка №30;Аптека №263 от ЦРА №16 Борисовского района;30.11.2023;11
Аудитор таблетки 20мг упаковка №30;Аптека №257 от ЦРА №16 Борисовского района;30.11.2023;3
Аудитор таблетки 20мг упаковка №30;#ИМЯ?;;14
Аудитор таблетки 20мг упаковка №30;Аптека №40 от ЦРА № 118 Вилейского р-на;30.11.2023;1
Аудитор таблетки 20мг упаковка №30;Аптека №191 от ЦРА № 118 Вилейского р-на;30.11.2023;1
Аудитор таблетки 20мг упаковка №30;Аптека №36 от ЦРА № 118 Вилейского р-на;30.11.2023;3
Аудитор таблетки 20мг упаковка №30;ЦРА №118 Вилейского района;30.11.2023;5
Аудитор таблетки 20мг упаковка №30;Аптека №219 от ЦРА № 118 Вилейского р-на;30.11.2023;4
Аудитор таблетки 20мг упаковка №30;#ИМЯ?;;19
Аудитор таблетки 20мг упаковка №30;Аптека №318 от ЦРА № 123 Воложинского района;30.11.2023;3
Аудитор таблетки 20мг упаковка №30;Аптека №127 от ЦРА №123 Воложинского района;30.11.2023;2
Аудитор таблетки 20мг упаковка №30;Аптека №124 от ЦРА №123 Воложинского р-на;30.11.2023;8
Аудитор таблетки 20мг упаковка №30;Аптека №224 от ЦРА №123 Воложинского р-на;30.11.2023;6
Аудитор таблетки 20мг упаковка №30;#ИМЯ?;;108
Аудитор таблетки 20мг упаковка №30;Аптека №14 от ЦРА №218 Дзержинского р-на;30.11.2023;2
Аудитор таблетки 20мг упаковка №30;Аптека №62 от ЦРА №218 Дзержинского р-на;30.11.2023;15
Аудитор таблетки 20мг упаковка №30;Аптека №63 от ЦРА №218 Дзержинского р-на;30.11.2023;4
Аудитор таблетки 20мг упаковка №30;Аптека №69 от ЦРА №218 Дзержинского района;30.11.2023;9
Аудитор таблетки 20мг упаковка №30;Аптека №225 от ЦРА №218 Дзержинского района;30.11.2023;15
Аудитор таблетки 20мг упаковка №30;Аптека №73 от ЦРА №218 Дзержинского р-на;30.11.2023;3
Аудитор таблетки 20мг упаковка №30;ЦРА №218 Дзержинского района;30.11.2023;30
Аудитор таблетки 20мг упаковка №30;Аптека №213 от ЦРА №218 Дзержинского района;30.11.2023;30
Аудитор таблетки 20мг упаковка №30;#ИМЯ?;;25
Аудитор таблетки 20мг упаковка №30;Аптека №312 от ЦГА № 192  г.Жодино;30.11.2023;2
Аудитор таблетки 20мг упаковка №30;ЦГА №192 Жодино;30.11.2023;7
Аудитор таблетки 20мг упаковка №30;Аптека №102 от ЦГА № 192 г.Жодино;30.11.2023;2
Аудитор таблетки 20мг упаковка №30;Аптека №189 от ЦГА №192 г.Жодино;30.11.2023;5
Аудитор таблетки 20мг упаковка №30;Аптека №207 от ЦГА №192 г.Жодино;30.11.2023;3
Аудитор таблетки 20мг упаковка №30;Аптека №209 от ЦГА № 192 г.Жодино;30.11.2023;3
Аудитор таблетки 20мг упаковка №30;Аптека №117 от ЦГА №192 г. Жодино;30.11.2023;3
Аудитор таблетки 20мг упаковка №30;#ИМЯ?;;23
Аудитор таблетки 20мг упаковка №30;Аптека №43 от ЦРА №1 Клецкого района;30.11.2023;7
Аудитор таблетки 20мг упаковка №30;Аптека №51 от ЦРА №1 Клецкого района;30.11.2023;3
Аудитор таблетки 20мг упаковка №30;ЦРА №1 Клецкого района;30.11.2023;11
Аудитор таблетки 20мг упаковка №30;Аптека №3 от ЦРА №1 Клецкого района;30.11.2023;1
Аудитор таблетки 20мг упаковка №30;Аптека №5 от ЦРА №1 Клецкого района;30.11.2023;1
Аудитор таблетки 20мг упаковка №30;#ИМЯ?;;16
Аудитор таблетки 20мг упаковка №30;ЦРА №97 Копыльского района;30.11.2023;10
Аудитор таблетки 20мг упаковка №30;Аптека №82 от ЦРА №97 Копыльского района;30.11.2023;6
Аудитор таблетки 20мг упаковка №30;#ИМЯ?;;5
Аудитор таблетки 20мг упаковка №30;ЦРА №28 Крупского района;30.11.2023;5
Аудитор таблетки 20мг упаковка №30;#ИМЯ?;;19
Аудитор таблетки 20мг упаковка №30;ЦРА №24 Логойского района;30.11.2023;10
Аудитор таблетки 20мг упаковка №30;Аптека №26 от ЦРА №24 Логойского района;30.11.2023;3
Аудитор таблетки 20мг упаковка №30;Аптека №229 от ЦРА №24 Логойского района;30.11.2023;2
Аудитор таблетки 20мг упаковка №30;Аптека №283 от ЦРА №24 Логойского района;30.11.2023;4
Аудитор таблетки 20мг упаковка №30;#ИМЯ?;;24
Аудитор таблетки 20мг упаковка №30;Аптека №88 от ЦРА №90 Любанского района;30.11.2023;6
Аудитор таблетки 20мг упаковка №30;ЦРА №90 Любанского района;30.11.2023;5
Аудитор таблетки 20мг упаковка №30;Аптека №230 от ЦРА №90 Любанского р-на;30.11.2023;6
Аудитор таблетки 20мг упаковка №30;Аптека №81 от ЦРА №90 Любанского р-на;30.11.2023;7
Аудитор таблетки 20мг упаковка №30;#ИМЯ?;;186
Аудитор таблетки 20мг упаковка №30;Аптека №98 от ЦРА № 182 Минского р-на;30.11.2023;2
Аудитор таблетки 20мг упаковка №30;Аптека №164 от ЦРА №182 Минского р-на;30.11.2023;3
Аудитор таблетки 20мг упаковка №30;Аптека №104 от ЦРА № 182 Минского района;30.11.2023;5
Аудитор таблетки 20мг упаковка №30;Аптека №306 от ЦРА № 182 Минского района;30.11.2023;2
Аудитор таблетки 20мг упаковка №30;Аптека №174 от ЦРА № 182 Минского р-на;30.11.2023;5
Аудитор таблетки 20мг упаковка №30;ЦРА №182 Минского района;30.11.2023;110
Аудитор таблетки 20мг упаковка №30;Аптека №153  от ЦРА № 182 Минского р-на;30.11.2023;3
Аудитор таблетки 20мг упаковка №30;Аптека №22 от ЦРА № 182 Минского р-на;30.11.2023;20
Аудитор таблетки 20мг упаковка №30;Аптека №37 от ЦРА № 182 Минского р-на;30.11.2023;2
Аудитор таблетки 20мг упаковка №30;Аптека №61 от ЦРА № 182 Минского р-на;30.11.2023;2
Аудитор таблетки 20мг упаковка №30;Аптека №99 от ЦРА №182 Минского района;30.11.2023;2
Аудитор таблетки 20мг упаковка №30;Аптека №190 от ЦРА № 182 Минского р-на;30.11.2023;11
Аудитор таблетки 20мг упаковка №30;Аптека №212 от ЦРА № 182 Минского р-на;30.11.2023;1
Аудитор таблетки 20мг упаковка №30;Аптека №139 от ЦРА №182 Минского района;30.11.2023;3
Аудитор таблетки 20мг упаковка №30;Аптека №141 от ЦРА №182 Минского района;30.11.2023;12
Аудитор таблетки 20мг упаковка №30;Аптека №157 от ЦРА №182 Минского  района;30.11.2023;3
Аудитор таблетки 20мг упаковка №30;#ИМЯ?;;95
Аудитор таблетки 20мг упаковка №30;Аптека №179 от ЦРА № 198 Молодечненского р-на;30.11.2023;3
Аудитор таблетки 20мг упаковка №30;ЦРА №198 Молодечненского района;30.11.2023;20
Аудитор таблетки 20мг упаковка №30;Аптека №60 от ЦРА № 198 Молодечненского р-на;30.11.2023;15
Аудитор таблетки 20мг упаковка №30;Аптека №111 от ЦРА № 198 Молодечненского р-на;30.11.2023;11
Аудитор таблетки 20мг упаковка №30;Аптека №180 от ЦРА № 198 Молодечненского р-на;30.11.2023;20
Аудитор таблетки 20мг упаковка №30;Аптека №110 от ЦРА № 198 Молодечненского р-на;30.11.2023;11
Аудитор таблетки 20мг упаковка №30;Аптека №115 от ЦРА № 198 Молодечненского р-на;30.11.2023;9
Аудитор таблетки 20мг упаковка №30;Аптека №116 от ЦРА № 198 Молодечненского р-на;30.11.2023;2
Аудитор таблетки 20мг упаковка №30;Аптека №142 от ЦРА № 198 Молодечненского р-на;30.11.2023;1
Аудитор таблетки 20мг упаковка №30;Аптека №216 от ЦРА № 198 Молодечненского р-на;30.11.2023;3
Аудитор таблетки 20мг упаковка №30;#ИМЯ?;;27
Аудитор таблетки 20мг упаковка №30;Аптека №300 от ЦРА №131 Мядельского района;30.11.2023;5
Аудитор таблетки 20мг упаковка №30;ЦРА №131 Мядельского района;30.11.2023;5
Аудитор таблетки 20мг упаковка №30;Аптека №135 ЦРА №131 Мядельского района;30.11.2023;4
Аудитор таблетки 20мг упаковка №30;Аптека №11 от ЦРА №131 Мядельского района;30.11.2023;7
Аудитор таблетки 20мг упаковка №30;Аптека №132 от ЦРА №131 Мядельского района;30.11.2023;5
Аудитор таблетки 20мг упаковка №30;Аптека №133 от ЦРА №131 Мядельского района;30.11.2023;1
Аудитор таблетки 20мг упаковка №30;#ИМЯ?;;26
Аудитор таблетки 20мг упаковка №30;Аптека №105 от ЦРА №4 Несвижского р-на;30.11.2023;4
Аудитор таблетки 20мг упаковка №30;ЦРА №4 Несвижского района;30.11.2023;17
Аудитор таблетки 20мг упаковка №30;Аптека №6 от ЦРА №4 Несвижского района;30.11.2023;1
Аудитор таблетки 20мг упаковка №30;Аптека №140 от ЦРА №4 Несвижского р-на;30.11.2023;4
Аудитор таблетки 20мг упаковка №30;#ИМЯ?;;69
Аудитор таблетки 20мг упаковка №30;Аптека №239 от ЦРА №25 Пуховичского района;30.11.2023;5
Аудитор таблетки 20мг упаковка №30;Аптека №315 от ЦРА № 25 Пуховичского района;30.11.2023;3
Аудитор таблетки 20мг упаковка №30;Аптека №324 от ЦРА № 25 Пуховичского района;30.11.2023;2
Аудитор таблетки 20мг упаковка №30;Аптека №32 от ЦРА №25 Пуховичского района;30.11.2023;5
Аудитор таблетки 20мг упаковка №30;ЦРА №25 Пуховичского района;30.11.2023;35
Аудитор таблетки 20мг упаковка №30;Аптека №27 от ЦРА №25 Пуховичского района;30.11.2023;2
Аудитор таблетки 20мг упаковка №30;Аптека №195 от ЦРА №25 Пуховичского района;30.11.2023;3
Аудитор таблетки 20мг упаковка №30;Аптека №210 от ЦРА №25 Пуховичского района;30.11.2023;6
Аудитор таблетки 20мг упаковка №30;Аптека №214 от ЦРА №25 Пуховичского района;30.11.2023;2
Аудитор таблетки 20мг упаковка №30;Аптека №236 от ЦРА №25 Пуховичского района;30.11.2023;6
Аудитор таблетки 20мг упаковка №30;#ИМЯ?;;30
Аудитор таблетки 20мг упаковка №30;ЦМА №80 г.Слуцк;30.11.2023;21
Аудитор таблетки 20мг упаковка №30;Аптека №79 от ЦМА №80  г.Слуцк;30.11.2023;5
Аудитор таблетки 20мг упаковка №30;Аптека №184 от ЦМА №80  г.Слуцк;30.11.2023;1
Аудитор таблетки 20мг упаковка №30;Аптека №12 от ЦМА №80  г.Слуцк;30.11.2023;1
Аудитор таблетки 20мг упаковка №30;Аптека №199 от ЦМА №80  г.Слуцк;30.11.2023;2
Аудитор таблетки 20мг упаковка №30;#ИМЯ?;;10
Аудитор таблетки 20мг упаковка №30;ЦРА №23 Смолевичского района;30.11.2023;6
Аудитор таблетки 20мг упаковка №30;Аптека №46 от ЦРА №23 Смолевичского района;30.11.2023;1
